uwbtime,uwbx,uwby,uwbz
10.2338,1.25137,0.242252,1.62979
10.2506,1.25141,0.251987,1.63096
10.2672,1.25096,0.261423,1.63209
10.2836,1.24968,0.27051,1.63296
10.3003,1.24955,0.277977,1.63396
10.3169,1.25005,0.285409,1.63462
10.3337,1.24897,0.292609,1.6349
10.3503,1.24678,0.300319,1.63531
10.3667,1.24544,0.307104,1.63562
10.3834,1.24444,0.314785,1.63702
10.4001,1.24165,0.323362,1.63807
10.4168,1.23914,0.329521,1.63917
10.4332,1.23765,0.336431,1.64009
10.4499,1.23519,0.34293,1.63957
10.4665,1.23224,0.349865,1.63778
10.4833,1.22956,0.357418,1.63654
10.4997,1.22766,0.36362,1.63501
10.5164,1.22464,0.371443,1.63276
10.5498,1.22311,0.383842,1.6303
10.5665,1.22104,0.389919,1.62837
10.5829,1.21961,0.395918,1.62704
10.5995,1.21731,0.40202,1.62639
10.6162,1.21636,0.407834,1.6254
10.6329,1.21317,0.414462,1.62469
10.6494,1.21076,0.421176,1.62351
10.666,1.20815,0.426724,1.62079
10.6826,1.20556,0.433536,1.61803
10.6994,1.20442,0.441097,1.61611
10.7158,1.20315,0.446,1.61316
10.7325,1.2011,0.452935,1.6106
10.7491,1.2006,0.459704,1.60924
10.7662,1.19844,0.466255,1.60823
10.7826,1.19568,0.472148,1.60801
10.8158,1.19131,0.485467,1.60819
10.8326,1.18741,0.490581,1.60847
10.849,1.18578,0.496092,1.60988
10.8655,1.18435,0.502505,1.6124
10.8655,1.18311,0.508927,1.61465
10.899,1.18311,0.508927,1.61465
10.9155,1.18311,0.508927,1.61465
10.9324,1.18311,0.508927,1.61465
10.9486,1.18311,0.508927,1.61465
10.9652,1.18311,0.508927,1.61465
10.982,1.18311,0.508927,1.61465
10.9986,1.18311,0.508927,1.61465
11.0151,1.18311,0.508927,1.61465
11.0317,1.18311,0.508927,1.61465
11.0484,1.18311,0.508927,1.61465
11.0651,1.18311,0.508927,1.61465
11.0816,1.18311,0.508927,1.61465
11.0982,1.18311,0.508927,1.61465
11.1148,1.18311,0.508927,1.61465
11.1316,1.18311,0.508927,1.61465
11.1483,1.18311,0.508927,1.61465
11.1647,1.18311,0.508927,1.61465
11.1813,1.18311,0.508927,1.61465
11.1981,1.18311,0.508927,1.61465
11.2148,1.18311,0.508927,1.61465
11.2312,1.18311,0.508927,1.61465
11.2478,1.18311,0.508927,1.61465
11.2644,1.18311,0.508927,1.61465
11.2813,1.18311,0.508927,1.61465
11.2977,1.18311,0.508927,1.61465
11.3143,1.18311,0.508927,1.61465
11.3309,1.18311,0.508927,1.61465
11.3478,1.18311,0.508927,1.61465
11.3643,1.18311,0.508927,1.61465
11.3808,1.18311,0.508927,1.61465
11.3977,1.11867,0.599219,1.62407
11.4141,1.08563,0.642037,1.62692
11.4309,1.0681,0.663024,1.62702
11.4473,1.05843,0.674521,1.62619
11.4639,1.05237,0.682542,1.62409
11.4806,1.04774,0.687353,1.62226
11.4974,1.0442,0.690655,1.62073
11.514,1.03926,0.6938,1.61835
11.5304,1.03517,0.698887,1.61621
11.5471,1.03073,0.7031,1.61489
11.5638,1.02639,0.707546,1.61368
11.5805,1.02075,0.709119,1.61192
11.5969,1.01605,0.713148,1.61086
11.6135,1.01245,0.718054,1.61133
11.647,1.00772,0.726131,1.61202
11.68,1.0022,0.734214,1.61167
11.6967,0.998356,0.738829,1.60951
11.7134,0.994398,0.744107,1.60809
11.7134,0.991249,0.748202,1.60684
11.7465,0.991249,0.748202,1.60684
11.7632,0.991249,0.748202,1.60684
11.7798,0.991249,0.748202,1.60684
11.7966,0.991249,0.748202,1.60684
11.813,0.991249,0.748202,1.60684
11.8296,0.991249,0.748202,1.60684
11.8463,0.991249,0.748202,1.60684
11.8634,0.991249,0.748202,1.60684
11.8796,0.991249,0.748202,1.60684
11.8962,0.991249,0.748202,1.60684
11.9128,0.991249,0.748202,1.60684
11.9295,0.991249,0.748202,1.60684
11.9462,0.991249,0.748202,1.60684
11.9626,0.991249,0.748202,1.60684
11.9959,0.991249,0.748202,1.60684
12.0127,0.991249,0.748202,1.60684
12.0291,0.991249,0.748202,1.60684
12.0458,0.991249,0.748202,1.60684
12.0624,0.991249,0.748202,1.60684
12.0792,0.991249,0.748202,1.60684
12.0959,0.991249,0.748202,1.60684
12.1122,0.991249,0.748202,1.60684
12.1289,0.991249,0.748202,1.60684
12.1457,0.991249,0.748202,1.60684
12.1623,0.991249,0.748202,1.60684
12.1787,0.991249,0.748202,1.60684
12.1954,0.991249,0.748202,1.60684
12.212,0.991249,0.748202,1.60684
12.229,0.991249,0.748202,1.60684
12.2455,0.991249,0.748202,1.60684
12.2619,0.919861,0.843109,1.61691
12.2785,0.882724,0.887411,1.62019
12.2953,0.863659,0.909927,1.62059
12.312,0.85336,0.922523,1.62058
12.3284,0.848216,0.930155,1.62067
12.345,0.845465,0.934685,1.61992
12.3617,0.841283,0.938797,1.61947
12.3784,0.836836,0.943183,1.61871
