uwbtime,uwbx,uwby,uwbz
11.0151,1.14486,0.54935,1.62348
11.0317,1.14219,0.55803,1.62398
11.0484,1.13538,0.568073,1.62026
11.0651,1.12851,0.573364,1.61925
11.0816,1.12397,0.579999,1.62052
11.0982,1.118,0.586685,1.61507
11.1148,1.11366,0.592621,1.61679
11.1316,1.11298,0.597817,1.6184
11.1483,1.11014,0.607234,1.61979
11.1647,1.10396,0.615369,1.61832
11.1813,1.09889,0.623371,1.61583
11.1981,1.09781,0.628074,1.61188
11.2148,1.09167,0.633902,1.60402
11.2312,1.0883,0.642599,1.59919
11.2478,1.08219,0.649045,1.6021
11.2644,1.08062,0.6537,1.6083
11.2813,1.07427,0.662539,1.60876
11.2977,1.07163,0.665359,1.61465
11.3143,1.069,0.673585,1.61383
11.3309,1.06422,0.679943,1.61572
11.3478,1.05706,0.683972,1.61866
11.3643,1.0563,0.692643,1.62121
11.3808,1.04988,0.698656,1.61635
11.3977,1.04585,0.706347,1.61648
11.4141,1.04187,0.710672,1.61459
11.4309,1.03805,0.714909,1.61397
11.4473,1.03449,0.71959,1.61432
11.4639,1.02974,0.725718,1.60886
11.4806,1.02523,0.727488,1.6096
11.4974,1.02182,0.729271,1.60982
11.514,1.01482,0.733645,1.60334
11.5304,1.01204,0.740492,1.60199
11.5471,1.00746,0.742788,1.60392
11.5638,1.00374,0.747367,1.60285
11.5805,0.997478,0.747149,1.59904
11.5969,0.995121,0.753215,1.6004
11.6135,0.994248,0.75629,1.60614
11.647,0.985837,0.767163,1.60255
11.68,0.975281,0.779228,1.59672
11.6967,0.971153,0.780468,1.5877
11.7134,0.967492,0.783981,1.59037
11.7301,0.966361,0.785785,1.59243
11.7465,0.961894,0.79246,1.59793
11.7632,0.960618,0.797345,1.60046
11.7798,0.959568,0.799433,1.60031
11.7966,0.95556,0.803501,1.60542
11.813,0.953314,0.806188,1.59967
11.8296,0.950764,0.814318,1.59973
11.8463,0.943842,0.817871,1.60254
11.8634,0.941661,0.823954,1.6062
11.8796,0.93748,0.8336,1.60437
11.8962,0.933976,0.83769,1.60696
11.9128,0.927647,0.843761,1.61025
11.9295,0.927772,0.849079,1.61091
11.9462,0.920655,0.852703,1.61314
11.9626,0.916681,0.858184,1.61302
11.9959,0.907488,0.865229,1.62037
12.0127,0.907196,0.866622,1.61506
12.0291,0.907962,0.867905,1.61783
12.0458,0.904037,0.873138,1.62267
12.0624,0.901362,0.878474,1.62494
12.0792,0.896593,0.885777,1.63089
12.0959,0.893513,0.887445,1.62588
12.1122,0.885217,0.896102,1.62602
12.1289,0.879175,0.902995,1.61898
12.1457,0.87213,0.9089,1.6189
12.1623,0.86623,0.914992,1.61938
12.1787,0.858816,0.919697,1.61855
12.1954,0.852335,0.926282,1.61053
12.212,0.845738,0.927901,1.61248
12.229,0.843238,0.931279,1.61208
12.2455,0.838539,0.93695,1.6107
12.2619,0.835136,0.940387,1.61071
12.2785,0.829195,0.947,1.61112
12.2953,0.826473,0.954189,1.61181
12.312,0.824722,0.959588,1.61618
12.3284,0.825132,0.96346,1.61973
12.345,0.824106,0.966238,1.61724
12.3617,0.818131,0.969513,1.618
12.3784,0.81355,0.973884,1.61583
12.3949,0.809409,0.977044,1.61624
12.4115,0.801574,0.981836,1.61558
12.4285,0.797171,0.983776,1.61594
12.4453,0.788951,0.990393,1.6189
12.4616,0.78509,0.998273,1.62692
12.478,0.779374,0.997684,1.62358
12.4947,0.775039,0.998569,1.61662
12.5114,0.770457,1.00095,1.6173
12.5281,0.766137,1.00454,1.61967
12.5445,0.75857,1.01072,1.62045
12.5612,0.748863,1.01553,1.62469
12.5781,0.74274,1.01984,1.62422
12.5949,0.736935,1.02526,1.6221
12.611,0.730412,1.02896,1.61818
12.6277,0.725122,1.03237,1.61393
12.6445,0.720772,1.03532,1.61012
12.6611,0.712524,1.03826,1.60649
12.6777,0.708801,1.03855,1.60299
12.6941,0.704508,1.04434,1.60071
12.7109,0.700389,1.04682,1.60939
12.7277,0.695191,1.04899,1.61291
12.7442,0.690098,1.0564,1.60687
12.7606,0.685957,1.06199,1.60876
12.7773,0.682086,1.06766,1.60778
12.7942,0.676627,1.07158,1.61335
12.8271,0.667233,1.08143,1.61874
12.8437,0.660603,1.08729,1.61459
12.8606,0.65683,1.08746,1.61553
12.8774,0.651162,1.08635,1.61264
12.8938,0.647947,1.08897,1.61744
12.9102,0.644048,1.09305,1.61583
12.927,0.641482,1.09398,1.6209
12.9435,0.640095,1.10049,1.62631
12.9603,0.635267,1.10714,1.62514
12.9767,0.627868,1.11286,1.6198
12.9934,0.626145,1.1176,1.61387
13.0269,0.612759,1.12628,1.61039
13.0434,0.60467,1.12867,1.61379
13.0598,0.599571,1.13185,1.60924
13.0766,0.592935,1.13133,1.60985
13.0932,0.591071,1.13615,1.6042
13.1099,0.584279,1.13873,1.59909
13.1263,0.578972,1.14277,1.59749
13.1429,0.571372,1.14791,1.59415
13.1596,0.568691,1.15171,1.60016
13.1764,0.56492,1.15532,1.59642
13.1928,0.559726,1.15628,1.60245
13.2094,0.554646,1.15689,1.59619
13.2261,0.543313,1.16325,1.59367
13.2428,0.53715,1.16795,1.59429
13.2595,0.529454,1.16983,1.6001
13.2759,0.525883,1.17279,1.60535
13.2926,0.518214,1.17199,1.60347
13.3093,0.511206,1.17135,1.59908
13.326,0.5091,1.17412,1.60142
13.3424,0.502248,1.17777,1.59948
13.3591,0.495118,1.17924,1.59495
13.3757,0.488281,1.18157,1.59722
13.3925,0.482428,1.18367,1.59103
13.4089,0.477912,1.18628,1.59363
13.4255,0.469372,1.18479,1.58948
13.4422,0.461526,1.18923,1.58055
13.459,0.456575,1.19153,1.58149
13.4756,0.447178,1.19465,1.57407
13.4921,0.439756,1.1991,1.57636
13.5087,0.433846,1.20437,1.57903
